Data,USD-BRL,USD-CLP,USD-EUR
7/7/2021,5.232301,749.091965,0.847945
7/8/2021,5.2595,753.385453,0.844095
7/9/2021,5.259404,748.750396,0.84191
7/10/2021,5.258735,748.750396,0.841963
7/11/2021,5.259402,748.750099,0.842261
7/12/2021,5.174101,743.690177,0.842955
7/13/2021,5.164098,749.719961,0.849285
7/14/2021,5.071403,745.130136,0.845095
7/15/2021,5.1115,756.949954,0.846603
7/16/2021,5.11545,757.803912,0.84698
7/17/2021,5.11571,757.803912,0.84707
7/18/2021,5.115496,757.801224,0.84653
7/19/2021,5.252398,760.250116,0.847963
7/20/2021,5.220993,758.250242,0.848797
7/21/2021,5.188803,752.710014,0.848005
7/22/2021,5.2012,753.879959,0.849365
7/23/2021,5.200804,762.210396,0.849524
7/24/2021,5.203864,762.210396,0.849524
7/25/2021,5.200804,762.209506,0.84942
7/26/2021,5.176898,760.169622,0.846978
7/27/2021,5.169596,767.959672,0.845959
7/28/2021,5.116302,761.90203,0.844125
7/29/2021,5.081902,760.280016,0.841055
7/30/2021,5.208867,756.650396,0.842641
7/31/2021,5.208867,756.650396,0.842673
8/1/2021,5.208898,756.649826,0.842885
8/2/2021,5.1761,768.449904,0.842215
8/3/2021,5.1983,775.798106,0.842475
8/4/2021,5.169703,774.340383,0.844802
8/5/2021,5.2467,777.989654,0.845095
8/6/2021,5.233504,788.250396,0.850109
8/7/2021,5.239824,788.250396,0.850138
8/8/2021,5.233501,788.250149,0.851203
8/9/2021,5.233298,785.649902,0.851995
8/10/2021,5.190101,779.000233,0.853305
8/11/2021,5.219703,771.409997,0.851701
8/12/2021,5.253705,774.808204,0.852045
8/13/2021,5.249041,775.990396,0.847716
8/14/2021,5.249041,775.990396,0.847716
8/15/2021,5.249009,775.989783,0.847995
8/16/2021,5.261196,786.769811,0.849002
8/17/2021,5.295702,789.970099,0.854007
8/18/2021,5.3801,787.710361,0.854416
8/19/2021,5.415599,786.509781,0.856499
8/20/2021,5.380433,786.630396,0.85492
8/21/2021,5.378483,786.630396,0.85492
8/22/2021,5.380497,786.630231,0.85506
8/23/2021,5.381401,784.380322,0.851485
8/24/2021,5.246599,782.5695,0.850798
8/25/2021,5.212965,783.970077,0.849485
8/26/2021,5.253298,786.909861,0.850704
8/27/2021,5.205041,783.203912,0.847651
8/28/2021,5.205041,783.203912,0.847788
8/29/2021,5.204988,783.199323,0.847501
8/30/2021,5.184602,782.720066,0.847705
8/31/2021,5.150605,775.849932,0.846775
9/1/2021,5.186099,771.310112,0.844598
9/2/2021,5.183301,769.32949,0.842098
9/3/2021,5.191226,767.050396,0.841818
9/4/2021,5.191226,767.050396,0.841503
9/5/2021,5.191297,767.049852,0.841355
9/6/2021,5.171197,770.659831,0.842098
9/7/2021,5.170299,780.779763,0.844274
9/8/2021,5.322098,787.679582,0.846135
9/9/2021,5.197995,793.396211,0.8457
9/10/2021,5.246041,788.460396,0.846403
9/11/2021,5.246041,788.460396,0.846403
9/12/2021,5.245991,788.45998,0.84671
9/13/2021,5.214497,785.060269,0.846776
9/14/2021,5.2404,783.760022,0.847198
9/15/2021,5.2236,778.049811,0.846131
9/16/2021,5.260099,783.630031,0.849982
9/17/2021,5.289104,784.510396,0.85286
9/18/2021,5.289104,784.510396,0.852813
9/19/2021,5.289104,784.509568,0.8526
9/20/2021,5.324405,788.999833,0.852685
9/21/2021,5.270397,786.049864,0.853055
9/22/2021,5.289201,787.592847,0.855665
9/23/2021,5.303403,785.390219,0.851805
9/24/2021,5.335104,792.830396,0.853202
9/25/2021,5.335104,792.830396,0.853235
9/26/2021,5.335396,792.829899,0.853025
9/27/2021,5.391897,793.462788,0.855015
9/28/2021,5.428902,802.669869,0.855799
9/29/2021,5.415801,809.999771,0.861799
9/30/2021,5.443197,810.830277,0.863995
10/1/2021,5.366104,803.260396,0.862404
10/2/2021,5.366104,803.260396,0.862404
10/3/2021,5.3661,803.260018,0.861475
10/4/2021,5.454603,805.860123,0.860815
10/5/2021,5.477403,811.198835,0.862365
10/6/2021,5.493403,813.159895,0.865425
10/7/2021,5.518501,812.259611,0.865002
10/8/2021,5.50835,824.450396,0.863904
10/9/2021,5.511829,824.450396,0.863904
10/10/2021,5.508402,824.450436,0.86462
10/11/2021,5.537598,824.45014,0.865475
10/12/2021,5.533016,823.160132,0.8671
10/13/2021,5.513958,815.209707,0.862215
10/14/2021,5.513696,825.920016,0.862698
10/15/2021,5.459704,823.750396,0.862135
10/16/2021,5.459704,823.750396,0.862135
10/17/2021,5.459702,823.749724,0.86231
10/18/2021,5.512798,817.129877,0.861045
10/19/2021,5.584805,810.494813,0.859705
10/20/2021,5.597803,814.05034,0.858009
10/21/2021,5.659303,818.160565,0.860203
10/22/2021,5.650389,815.720396,0.858604
10/23/2021,5.652299,815.720396,0.858604
10/24/2021,5.650402,815.789974,0.85918
10/25/2021,5.555606,807.906089,0.861415
10/26/2021,5.566605,804.129776,0.8623
10/27/2021,5.536503,805.405074,0.862085
10/28/2021,5.6464,805.890203,0.855804
10/29/2021,5.635804,813.503912,0.864975
10/30/2021,5.635804,813.503912,0.864975
10/31/2021,5.635802,813.50636,0.865195
11/1/2021,5.680203,812.150031,0.862103
11/2/2021,5.680103,813.370244,0.8637
11/3/2021,5.553902,813.889848,0.860855
11/4/2021,5.603201,814.120391,0.865502
11/5/2021,5.543304,811.403912,0.865604
11/6/2021,5.543304,811.403912,0.865604
11/7/2021,5.5433,811.399746,0.864395
11/8/2021,5.544399,803.670083,0.86299
11/9/2021,5.480599,793.580065,0.862499
11/10/2021,5.491401,795.229538,0.870625
11/11/2021,5.399498,794.160294,0.873495
11/12/2021,5.459204,800.880396,0.87389
11/13/2021,5.459204,800.880396,0.87389
11/14/2021,5.459203,800.879954,0.87398
11/15/2021,5.457799,798.050478,0.879805
11/16/2021,5.503702,812.000389,0.883555
11/17/2021,5.530198,829.750035,0.883496
11/18/2021,5.557899,832.660369,0.879595
11/19/2021,5.613604,828.503912,0.886504
11/20/2021,5.613604,828.503912,0.886504
11/21/2021,5.613602,828.496714,0.886902
11/22/2021,5.587201,812.209484,0.88955
11/23/2021,5.572098,813.697294,0.889401
11/24/2021,5.6067,814.379719,0.89264
11/25/2021,5.566601,818.999827,0.89211
11/26/2021,5.609704,832.050396,0.883504
11/27/2021,5.609704,832.050396,0.883504
